ScientificName,AphiaID,Match type,Qualitystatus,Taxon status,ScientificName,Authority,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,isMarine,isBrackish,isFresh,isTerrestrial,Citation
Metateratocephalus,868981,exact,Checked by Taxonomic Editor,accepted,Metateratocephalus,"Eroshenko, 1973",868981,Metateratocephalus,"Eroshenko, 1973",Animalia,Nematoda,Chromadorea,Plectida,Metateratocephalidae,Metateratocephalus,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Metateratocephalus Eroshenko, 1973. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=868981 on 2022-06-30"
Miconchus,582966,exact,Checked by Taxonomic Editor,accepted,Miconchus,"Andrássy, 1958",582966,Miconchus,"Andrássy, 1958",Animalia,Nematoda,Enoplea,Mononchida,Mononchidae,Miconchus,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Miconchus Andrássy, 1958. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582966 on 2022-06-30"
Microdorylaimus,932414,exact,Checked by Taxonomic Editor,accepted,Microdorylaimus,"Andrássy, 1986",932414,Microdorylaimus,"Andrássy, 1986",Animalia,Nematoda,Enoplea,Dorylaimida,Qudsianematidae,Microdorylaimus,,,,0,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Microdorylaimus Andrássy, 1986. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=932414 on 2022-06-30"
Monhystera,2447,exact,Checked by Taxonomic Editor,accepted,Monhystera,"Bastian, 1865",2447,Monhystera,"Bastian, 1865",Animalia,Nematoda,Chromadorea,Monhysterida,Monhysteridae,Monhystera,,,,1,1,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Monhystera Bastian, 1865. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=2447 on 2022-06-30"
Mononchus,227422,exact,Checked by Taxonomic Editor,accepted,Mononchus,"Bastian, 1865",227422,Mononchus,"Bastian, 1865",Animalia,Nematoda,Enoplea,Mononchida,Mononchidae,Mononchus,,,,,1,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Mononchus Bastian, 1865. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=227422 on 2022-06-30"
Mylonchulus,582976,exact,Checked by Taxonomic Editor,accepted,Mylonchulus,"Cobb, 1916",582976,Mylonchulus,"Cobb, 1916",Animalia,Nematoda,Enoplea,Mononchida,Mylonchulidae,Mylonchulus,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Mylonchulus Cobb, 1916. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582976 on 2022-06-30"
Nacobbus,1318212,exact,Checked by Taxonomic Editor,accepted,Nacobbus,"Thorne & Allen, 1944",1318212,Nacobbus,"Thorne & Allen, 1944",Animalia,Nematoda,Chromadorea,Rhabditida,Pratylenchidae,Nacobbus,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Nacobbus Thorne & Allen, 1944. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1318212 on 2022-06-30"
Nagelus,1294152,exact,Checked by Taxonomic Editor,accepted,Nagelus,"Thorne & Malek, 1968",1294152,Nagelus,"Thorne & Malek, 1968",Animalia,Nematoda,Chromadorea,Rhabditida,Dolichodoridae,Nagelus,,,,0,0,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Nagelus Thorne & Malek, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294152 on 2022-06-30"
Neoactinolaimus,1293988,exact,Checked by Taxonomic Editor,accepted,Neoactinolaimus,"Thorne, 1967",1293988,Neoactinolaimus,"Thorne, 1967",Animalia,Nematoda,Enoplea,Dorylaimida,Actinolaimidae,Neoactinolaimus,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Neoactinolaimus Thorne, 1967. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1293988 on 2022-06-30"
Neodolichorhynchus,1294153,exact,Checked by Taxonomic Editor,accepted,Neodolichorhynchus,"Jairajpuri & Hunt, 1984",1294153,Neodolichorhynchus,"Jairajpuri & Hunt, 1984",Animalia,Nematoda,Chromadorea,Rhabditida,Telotylenchidae,Neodolichorhynchus,,,,0,0,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Neodolichorhynchus Jairajpuri & Hunt, 1984. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294153 on 2022-06-30"
Neolobocriconema,1427566,exact,Checked by Taxonomic Editor,accepted,Neolobocriconema,"Mehta & Raski, 1971",1427566,Neolobocriconema,"Mehta & Raski, 1971",Animalia,Nematoda,Chromadorea,Rhabditida,Criconematidae,Neolobocriconema,,,,0,0,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Neolobocriconema Mehta & Raski, 1971. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1427566 on 2022-06-30"
Neopsilenchus,1294163,exact,Checked by Taxonomic Editor,accepted,Neopsilenchus,"Thorne & Malek, 1968",1294163,Neopsilenchus,"Thorne & Malek, 1968",Animalia,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Neopsilenchus,,,,0,,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Neopsilenchus Thorne & Malek, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294163 on 2022-06-30"
Nothocriconemoides,1427596,exact,Checked by Taxonomic Editor,accepted,Nothocriconemoides,"Maas, Loof & De Grisse, 1971",1427596,Nothocriconemoides,"Maas, Loof & De Grisse, 1971",Animalia,Nematoda,Chromadorea,Rhabditida,Criconematidae,Nothocriconemoides,,,,0,0,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Nothocriconemoides Maas, Loof & De Grisse, 1971. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1427596 on 2022-06-30"
Nothotylenchus,582983,exact,Checked by Taxonomic Editor,accepted,Nothotylenchus,"Thorne, 1941",582983,Nothotylenchus,"Thorne, 1941",Animalia,Nematoda,Chromadorea,Rhabditida,Anguinidae,Nothotylenchus,,,,0,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Nothotylenchus Thorne, 1941. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582983 on 2022-06-30"
Nygolaimellus,582987,exact,Checked by Taxonomic Editor,accepted,Nygolaimellus,"Loos, 1949",582987,Nygolaimellus,"Loos, 1949",Animalia,Nematoda,Enoplea,Dorylaimida,Nygolaimellidae,Nygolaimellus,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Nygolaimellus Loos, 1949. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582987 on 2022-06-30"
Nygolaimus,582988,exact,Checked by Taxonomic Editor,accepted,Nygolaimus,"Cobb, 1913",582988,Nygolaimus,"Cobb, 1913",Animalia,Nematoda,Enoplea,Dorylaimida,Nygolaimidae,Nygolaimus,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Nygolaimus Cobb, 1913. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582988 on 2022-06-30"
Odontolaimus,227288,exact,Checked by Taxonomic Editor,accepted,Odontolaimus,"de Man, 1880",227288,Odontolaimus,"de Man, 1880",Animalia,Nematoda,Enoplea,Triplonchida,Odontolaimidae,Odontolaimus,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Odontolaimus de Man, 1880. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=227288 on 2022-06-30"
Ogma,582990,exact,Checked by Taxonomic Editor,accepted,Ogma,"Southern, 1914",582990,Ogma,"Southern, 1914",Animalia,Nematoda,Chromadorea,Rhabditida,Criconematidae,Ogma,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Ogma Southern, 1914. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582990 on 2022-06-30"
Oriverutus,1335800,exact,Checked by Taxonomic Editor,accepted,Oriverutus,"Siddiqi, 1971",1335800,Oriverutus,"Siddiqi, 1971",Animalia,Nematoda,Enoplea,Dorylaimida,Encholaimidae,Oriverutus,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Oriverutus Siddiqi, 1971. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1335800 on 2022-06-30"
Oxydirus,582993,exact,Checked by Taxonomic Editor,accepted,Oxydirus,"Thorne, 1939",582993,Oxydirus,"Thorne, 1939",Animalia,Nematoda,Enoplea,Dorylaimida,Belondiridae,Oxydirus,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Oxydirus Thorne, 1939. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582993 on 2022-06-30"
Panagrolaimus,153395,exact,Checked by Taxonomic Editor,accepted,Panagrolaimus,"Fuchs, 1930",153395,Panagrolaimus,"Fuchs, 1930",Animalia,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,Panagrolaimus,,,,0,1,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Panagrolaimus Fuchs, 1930. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=153395 on 2022-06-30"
Paractinolaimus,582998,exact,Checked by Taxonomic Editor,accepted,Paractinolaimus,"Meyl, 1957",582998,Paractinolaimus,"Meyl, 1957",Animalia,Nematoda,Enoplea,Dorylaimida,Actinolaimidae,Paractinolaimus,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Paractinolaimus Meyl, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=582998 on 2022-06-30"
Paracyatholaimus,2322,exact,Checked by Taxonomic Editor,accepted,Paracyatholaimus,"Micoletzky, 1922",2322,Paracyatholaimus,"Micoletzky, 1922",Animalia,Nematoda,Chromadorea,Chromadorida,Cyatholaimidae,Paracyatholaimus,,,,1,1,1,0,"Nemys eds. (2022). Nemys: World Database of Nematodes. Paracyatholaimus Micoletzky, 1922. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=2322 on 2022-06-30"
Paraphelenchus,583000,exact,Checked by Taxonomic Editor,accepted,Paraphelenchus,"Micoletzky, 1922",583000,Paraphelenchus,"Micoletzky, 1922",Animalia,Nematoda,Chromadorea,Rhabditida,Aphelenchidae,Paraphelenchus,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Paraphelenchus Micoletzky, 1922. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583000 on 2022-06-30"
Paratrophurus,1426321,exact,Checked by Taxonomic Editor,accepted,Paratrophurus,"Arias, 1970",1426321,Paratrophurus,"Arias, 1970",Animalia,Nematoda,Chromadorea,Rhabditida,Dolichodoridae,Paratrophurus,,,,0,0,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Paratrophurus Arias, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1426321 on 2022-06-30"
Paratylenchus,583003,exact,Checked by Taxonomic Editor,accepted,Paratylenchus,"Micoletzky, 1922",583003,Paratylenchus,"Micoletzky, 1922",Animalia,Nematoda,Chromadorea,Rhabditida,Tylenchulidae,Paratylenchus,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Paratylenchus Micoletzky, 1922. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583003 on 2022-06-30"
Paravulvus,1294126,exact,Checked by Taxonomic Editor,accepted,Paravulvus,"Heyns, 1968",1294126,Paravulvus,"Heyns, 1968",Animalia,Nematoda,Enoplea,Dorylaimida,Nygolaimidae,Paravulvus,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Paravulvus Heyns, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294126 on 2022-06-30"
Pellioditis,153397,exact,Checked by Taxonomic Editor,accepted,Pellioditis,"(Dougherty, 1953) Timm, 1960",153397,Pellioditis,"(Dougherty, 1953) Timm, 1960",Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Pellioditis,,,,1,1,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Pellioditis (Dougherty, 1953) Timm, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=153397 on 2022-06-30"
Plectus,227271,exact,Checked by Taxonomic Editor,accepted,Plectus,"Bastian, 1865",227271,Plectus,"Bastian, 1865",Animalia,Nematoda,Chromadorea,Plectida,Plectidae,Plectus,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Plectus Bastian, 1865. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=227271 on 2022-06-30"
Polenchus,1323096,exact,Checked by Taxonomic Editor,accepted,Polenchus,"Andrássy, 1980",1323096,Polenchus,"Andrássy, 1980",Animalia,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Polenchus,,,,0,,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Polenchus Andrássy, 1980. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1323096 on 2022-06-30"
Prionchulus,583012,exact,Checked by Taxonomic Editor,accepted,Prionchulus,"Cobb, 1916",583012,Prionchulus,"Cobb, 1916",Animalia,Nematoda,Enoplea,Mononchida,Mononchidae,Prionchulus,,,,,1,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Prionchulus Cobb, 1916. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583012 on 2022-06-30"
Prismatolaimus,227287,exact,Checked by Taxonomic Editor,accepted,Prismatolaimus,"de Man, 1880",227287,Prismatolaimus,"de Man, 1880",Animalia,Nematoda,Enoplea,Triplonchida,Prismatolaimidae,Prismatolaimus,,,,0,1,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Prismatolaimus de Man, 1880. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=227287 on 2022-06-30"
Pristionchus,1296322,exact,Checked by Taxonomic Editor,accepted,Pristionchus,"Kreis, 1932",1296322,Pristionchus,"Kreis, 1932",Animalia,Nematoda,Chromadorea,Rhabditida,Diplogastridae,Pristionchus,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Pristionchus Kreis, 1932. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1296322 on 2022-06-30"
Prodontorhabditis,583014,exact,Checked by Taxonomic Editor,accepted,Prodontorhabditis,"Timm, 1961",583014,Prodontorhabditis,"Timm, 1961",Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Prodontorhabditis,,,,0,1,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Prodontorhabditis Timm, 1961. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583014 on 2022-06-30"
Prodorylaimus,583015,exact,Checked by Taxonomic Editor,accepted,Prodorylaimus,"Andrássy, 1959",583015,Prodorylaimus,"Andrássy, 1959",Animalia,Nematoda,Enoplea,Dorylaimida,Dorylaimidae,Prodorylaimus,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Prodorylaimus Andrássy, 1959. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583015 on 2022-06-30"
Protorhabditis,850505,exact,Checked by Taxonomic Editor,accepted,Protorhabditis,"Osche in Dougherty, 1955",850505,Protorhabditis,"Osche in Dougherty, 1955",Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Protorhabditis,,,,0,1,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Protorhabditis Osche in Dougherty, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=850505 on 2022-06-30"
Pseudodiplogasteroides,1296323,exact,Checked by Taxonomic Editor,accepted,Pseudodiplogasteroides,"Körner, 1954",1296323,Pseudodiplogasteroides,"Körner, 1954",Animalia,Nematoda,Chromadorea,Rhabditida,Diplogastridae,Pseudodiplogasteroides,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Pseudodiplogasteroides Körner, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1296323 on 2022-06-30"
Psilenchus,583021,exact,Checked by Taxonomic Editor,accepted,Psilenchus,"de Man, 1921",583021,Psilenchus,"de Man, 1921",Animalia,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Psilenchus,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Psilenchus de Man, 1921. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583021 on 2022-06-30"
Punctodera,1315839,exact,Checked by Taxonomic Editor,accepted,Punctodera,"Mulvey & Stone, 1976",1315839,Punctodera,"Mulvey & Stone, 1976",Animalia,Nematoda,Chromadorea,Rhabditida,Heteroderidae,Punctodera,,,,,,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Punctodera Mulvey & Stone, 1976. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1315839 on 2022-06-30"
Pungentus,583024,exact,Checked by Taxonomic Editor,accepted,Pungentus,"Thorne & Swanger, 1936",583024,Pungentus,"Thorne & Swanger, 1936",Animalia,Nematoda,Enoplea,Dorylaimida,Nordiidae,Pungentus,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Pungentus Thorne & Swanger, 1936. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583024 on 2022-06-30"
Quinisulcius,1426320,exact,Checked by Taxonomic Editor,accepted,Quinisulcius,"Siddiqi, 1971",1426320,Quinisulcius,"Siddiqi, 1971",Animalia,Nematoda,Chromadorea,Rhabditida,Dolichodoridae,Quinisulcius,,,,0,0,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Quinisulcius Siddiqi, 1971. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1426320 on 2022-06-30"
Rhabditella,1294146,exact,Checked by Taxonomic Editor,accepted,Rhabditella,"(Cobb, 1929) Chitwood, 1933",1294146,Rhabditella,"(Cobb, 1929) Chitwood, 1933",Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Rhabditella,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Rhabditella (Cobb, 1929) Chitwood, 1933. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294146 on 2022-06-30"
Rhabditis,2595,exact,Checked by Taxonomic Editor,accepted,Rhabditis,"Dujardin, 1844",2595,Rhabditis,"Dujardin, 1844",Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Rhabditis,,,,1,1,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Rhabditis Dujardin, 1844. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=2595 on 2022-06-30"
Rhabditoides,1294147,exact,Checked by Taxonomic Editor,accepted,Rhabditoides,"T. Goodey, 1929",1294147,Rhabditoides,"T. Goodey, 1929",Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Rhabditoides,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Rhabditoides T. Goodey, 1929. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294147 on 2022-06-30"
Rhabditonema,1537341,exact,Checked by Taxonomic Editor,accepted,Rhabditonema,"Körner, 1954",1537341,Rhabditonema,"Körner, 1954",Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Rhabditonema,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Rhabditonema Körner, 1954. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1537341 on 2022-06-30"
Rhabdolaimus,227290,exact,Checked by Taxonomic Editor,accepted,Rhabdolaimus,"de Man, 1880",227290,Rhabdolaimus,"de Man, 1880",Animalia,Nematoda,Enoplea,Enoplida,Rhabdolaimidae,Rhabdolaimus,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Rhabdolaimus de Man, 1880. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=227290 on 2022-06-30"
Rotylenchulus,1294148,exact,Checked by Taxonomic Editor,accepted,Rotylenchulus,"Linford & Oliveira, 1940",1294148,Rotylenchulus,"Linford & Oliveira, 1940",Animalia,Nematoda,Chromadorea,Rhabditida,Rotylenchulidae,Rotylenchulus,,,,,,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Rotylenchulus Linford & Oliveira, 1940. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294148 on 2022-06-30"
Sakia,1323077,exact,Checked by Taxonomic Editor,accepted,Sakia,"Khan, 1964",1323077,Sakia,"Khan, 1964",Animalia,Nematoda,Chromadorea,Rhabditida,Tylenchidae,Sakia,,,,0,,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Sakia Khan, 1964. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1323077 on 2022-06-30"
Sauertylenchus,1426319,exact,Checked by Taxonomic Editor,accepted,Sauertylenchus,"Sher, 1974",1426319,Sauertylenchus,"Sher, 1974",Animalia,Nematoda,Chromadorea,Rhabditida,Dolichodoridae,Sauertylenchus,,,,0,0,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Sauertylenchus Sher, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1426319 on 2022-06-30"
Sectonema,1294020,exact,Checked by Taxonomic Editor,accepted,Sectonema,"Thorne, 1930",1294020,Sectonema,"Thorne, 1930",Animalia,Nematoda,Enoplea,Dorylaimida,Aporcelaimidae,Sectonema,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Sectonema Thorne, 1930. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294020 on 2022-06-30"
Seinura,1294149,exact,Checked by Taxonomic Editor,accepted,Seinura,"Fuchs, 1931",1294149,Seinura,"Fuchs, 1931",Animalia,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Seinura,,,,,,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Seinura Fuchs, 1931. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294149 on 2022-06-30"
Solididens,1294127,exact,Checked by Taxonomic Editor,accepted,Solididens,"Heyns, 1968",1294127,Solididens,"Heyns, 1968",Animalia,Nematoda,Enoplea,Dorylaimida,Nygolaimidae,Solididens,,,,,,1,,"Nemys eds. (2022). Nemys: World Database of Nematodes. Solididens Heyns, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1294127 on 2022-06-30"
Sporonchulus,583036,exact,Checked by Taxonomic Editor,accepted,Sporonchulus,"(Cobb, 1917)",583036,Sporonchulus,"(Cobb, 1917)",Animalia,Nematoda,Enoplea,Mononchida,Mononchidae,Sporonchulus,,,,,,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Sporonchulus (Cobb, 1917). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583036 on 2022-06-30"
Steinernema,1299350,exact,Checked by Taxonomic Editor,accepted,Steinernema,"Travassos, 1927",1299350,Steinernema,"Travassos, 1927",Animalia,Nematoda,Chromadorea,Rhabditida,Steinernematidae,Steinernema,,,,,,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Steinernema Travassos, 1927. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1299350 on 2022-06-30"
Subanguina,1584975,exact,Checked by Taxonomic Editor,accepted,Subanguina,"Paramonov, 1967",1584975,,,Animalia,Nematoda,Chromadorea,Rhabditida,Anguinidae,Subanguina,,,,,,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Subanguina Paramonov, 1967. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1584975 on 2022-06-30"
Sychnotylenchus,1585027,exact,Checked by Taxonomic Editor,accepted,Sychnotylenchus,"Ruehm, 1956",1585027,,,Animalia,Nematoda,Chromadorea,Rhabditida,Sychnotylenchidae,Sychnotylenchus,,,,,,,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Sychnotylenchus Ruehm, 1956. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1585027 on 2022-06-30"
Takamangai,1479873,exact,Checked by Taxonomic Editor,unaccepted,Takamangai,"Yeates, 1967",582853,Aporcelaimellus,"Heyns, 1965",Animalia,Nematoda,Enoplea,Dorylaimida,Aporcelaimidae,Takamangai,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Takamangai Yeates, 1967. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1479873 on 2022-06-30"
Teratocephalus,227279,exact,Checked by Taxonomic Editor,accepted,Teratocephalus,"de Man, 1876",227279,Teratocephalus,"de Man, 1876",Animalia,Nematoda,Chromadorea,Rhabditida,Teratocephalidae,Teratocephalus,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Teratocephalus de Man, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=227279 on 2022-06-30"
Teratorhabditis,1537373,exact,Checked by Taxonomic Editor,accepted,Teratorhabditis,"Osche, 1952",1537373,Teratorhabditis,"Osche, 1952",Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Teratorhabditis,,,,0,0,0,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Teratorhabditis Osche, 1952. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1537373 on 2022-06-30"
Thonus,1479898,exact,Checked by Taxonomic Editor,unaccepted,Thonus,"Thorne, 1974",1294139,Crassolabium,"Yeates, 1967",Animalia,Nematoda,Enoplea,Dorylaimida,Dorylaimidae,Thonus,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Thonus Thorne, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1479898 on 2022-06-30"
Thorneella,583044,exact,Checked by Taxonomic Editor,accepted,Thorneella,"Andrássy, 1960",583044,Thorneella,"Andrássy, 1960",Animalia,Nematoda,Enoplea,Dorylaimida,Thorniidae,Thorneella,,,,0,0,1,1,"Nemys eds. (2022). Nemys: World Database of Nematodes. Thorneella Andrássy, 1960. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583044 on 2022-06-30"
